编号,名称,属性,种族值_生命,种族值_物攻,种族值_魔攻,种族值_物防,种族值_魔防,种族值_速度,种族值_总和,特性名称,特性效果,简介,进化阶段
NO064,蹦蹦草,草/毒,83,81,87,59,84,68,462,生物碱,使用草系技能时，敌方获得2层中毒。,表皮变得更厚实，需要消耗大量的能量和水分来合成紫色色素。这种头上有紫色花苞的蹦蹦草们偶尔有群体聚集的行为倾向，是为了减少个体受光面积，维持身体湿度。,Ⅱ阶
NO064,蹦蹦草,草/毒,76,82,87,64,90,64,463,生物碱,使用草系技能时，敌方获得2层中毒。,每到干旱的时候，身体内水分相对减少，而这时花瓣会凝结出少量花蜜，散发的瓜果香气更加浓郁，这是其光合作用达到巅峰的标志，能吸引到一些虫系精灵和馋嘴的小洛克。,Ⅱ阶
NO064,蹦蹦草,草/毒,79,80,88,59,84,72,462,生物碱,使用草系技能时，敌方获得2层中毒。,白色的花朵能有效反射午间过强的紫外线。花苞外层的蜡质层是高效的阳光反射板，内部花粉因此得到保护。仅在日落后，花苞才会微微打开。,Ⅱ阶
NO065,蹦蹦花,草/毒,103,101,109,73,105,85,576,生物碱,使用草系技能时，敌方获得2层中毒。,头顶绽放出粉紫色花朵。研究证实，虫系精灵的复眼对紫色波段异常敏感，为了更好地吸引虫系精灵为蹦蹦种子家族传粉，这个种类的蹦蹦花努力了很久终于开出了紫色的花。,最终形态
NO065,蹦蹦花,草/毒,95,103,109,80,112,80,579,生物碱,使用草系技能时，敌方获得2层中毒。,长出肉质的橘粉色花朵，短且厚的花瓣能储存身体水分，让它在干旱的地方也能大摇大摆地出现。花瓣中心储藏着香甜可口的露水，冒险的洛克会把它的花朵当作应急水源，清凉又解渴。,最终形态
NO065,蹦蹦花,草/毒,99,100,110,73,106,90,578,生物碱,使用草系技能时，敌方获得2层中毒。,巨大的白色花冠多在月光下绽放，它们喜欢夜间相对凉爽的环境，其花粉在夜间会释放微弱荧光，在月光下吸引夜行性精灵完成授粉。花瓣在日出前会闭合，规避日间的干旱与高温。,最终形态
NO076,海盔虫,水/毒,70,25,60,44,64,63,326,溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,如果看到水域里冒出许多体表有短刺的精灵，那是海盔虫在呼吸。它们不会主动攻击，刺又短又圆润，如果用手摸它们的刺，会感觉到被轻轻扎了一下，并不会很疼。,Ⅰ阶
NO077,刺盔虫,水/毒,94,33,80,59,85,84,435,溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,在水中，普通的刺盔虫因为棘刺太长，容易被海草缠住，而被磨损了的刺盔虫，它们的短刺既能保护自己，又能减少移动阻力。它们被惊扰时收缩成一团，然后用坚硬的刺铠防御伤害。,Ⅱ阶
NO078,千棘盔,水/毒,117,41,100,74,107,105,544,溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,短棘虽然短，但更粗壮，呼吸效率比其他千棘盔更高——它们能快速吞吐海水中的氧气，即使在浑浊水域也能保持稳定呼吸。部分个体的短棘尖端含有毒囊，但毒素更加微弱，通常只会让接触者感到轻微麻木。,最终形态
NO080,小星光,电/光,64,76,85,72,96,100,493,电流刺激,携带的攻击技能获得迸发：威力+40。,月光下诞生的小星光，储存的雷电能量转化为银白色月光，看起来像光在云层中多次散射所造成的月晕。,Ⅰ阶
NO081,星光狮,电/光,80,95,107,90,120,125,617,电流刺激,携带的攻击技能获得迸发：威力+40。,它头部鬃毛由大量半透明、有导光能力的角蛋白丝构成，能高效传导月光中的能量，能量充沛时，尾巴的鬃毛呈持续流动的银雾状视觉效果。,最终形态
NO118,旋叶虫,普通/虫,57,15,67,61,52,72,324,共鸣,携带的【虫鸣】技能威力+20。,主要栖息于恶水泛滥的湿地环境，因长期被恶水侵蚀，其体表发生了不可逆的变化——受到的杂质侵蚀，体表褪去明黄，变得像一片干枯的树叶，再也无法恢复如初。,Ⅰ阶
NO119,蓬叶虫,普通/虫,76,20,89,82,70,96,433,共鸣,携带的【虫鸣】技能威力+20。,身体结构发生进一步退化，储水能力几乎退化到没有，皮肤质感像纸一样薄，像晒缩的果干一样皱。杂质污染让其他精灵不敢再靠近，这似乎意外地保护了它们的安全。,Ⅱ阶
NO120,风滚暮虫,普通/虫,95,25,111,102,87,120,540,共鸣,携带的【虫鸣】技能威力+20。,在恶劣的环境中，它们形成了低能耗、高防御的行为逻辑，整天处于倦怠状态，其躯体收缩与舒展时，会有细微的气流振动，听起来就像低低的叹息声。,最终形态
NO163,小怂猫,武,0,0,0,0,0,0,,威慑,打断敌方时，被打断的技能进入2回合冷却。,不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。“让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。,Ⅰ阶
NO164,怒目怂猫,武,0,0,0,0,0,0,,威慑,打断敌方时，被打断的技能进入2回合冷却。,不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。“让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。,最终形态
NO165,小狮鹫,翼,62,66,32,62,36,75,333,乘风连击,使用翼系技能后，获得连击数+1。,只能勉强顶破头部的壳，剩余的蛋壳会陪伴小狮鹫度过幼年时期，能够抵御高山的严寒。皮肤表面覆盖嫩黄的绒毛，有保温发热的作用。,Ⅰ阶
NO166,神圣狮鹫,翼,83,88,42,82,48,100,443,乘风连击,使用翼系技能后，获得连击数+1。,高山地的环境更加寒冷，高山的狮鹫家族在这里演化出能抵抗寒冷的身体结构，身上的羽毛除了用于飞行的硬羽之外，还有大量绒毛，这种绒毛疏水抗风极其厚实，小洛克使劲吹都吹不开。,Ⅱ阶
NO167,皇家狮鹫,翼,103,110,53,103,60,125,554,乘风连击,使用翼系技能后，获得连击数+1。,为了保证寒冷环境下头部温暖，头顶布满柔软的绒毛，偶尔依偎在一起取暖的时候，用喙梳理同伴的头毛，有一种猜测是为了取暖所以才会把喙伸进同伴的头毛里。,最终形态
NO171,波波螺,地/水,64,57,57,64,86,42,370,消波块,每携带1个水系技能进入战斗，地系技能能耗-1。,经常栖息于浅水中，不太拥有对海浪的冲击的能力，它的外壳下在水流长年累月的打磨中逐渐变得光滑，移动时更不易被水流与碎石卡住，能在浅水灵活穿行。,Ⅰ阶
NO172,消波螺,地/水,85,76,76,85,115,56,493,消波块,每携带1个水系技能进入战斗，地系技能能耗-1。,外壳光泽度进一步提高，热爱一切有光泽的表面，它会在礁石上打磨抛光外壳，也会主动打磨同伴，让壳面更光滑。高光滑度的外壳能减少杂质的附着，维持行动效率，也会让它们很开心。,Ⅱ阶
NO173,嗜波螺,地/水,107,95,95,106,144,70,617,消波块,每携带1个水系技能进入战斗，地系技能能耗-1。,常生活在恶水林地附近，光滑的表面能更有效地抵抗污染水源的侵蚀。后来有研究证实，曾经有一支波波螺家族被海浪冲到这里，就这样在原地留下来，逐渐演化成了现在的样子。,最终形态
NO188,棋棋,武/地,66,97,35,67,53,100,418,腾挪,攻击技能应对1次后，回满状态，变为棋绮后。,“从黄金时代至今，黑色棋子在月光下仍呈现乌金般幽深的纹路，它们存在本身就是黄金时代工艺的证明。传言每当乌云遮月，所有黑子便会同时转向月亮的方向，据研究可能和守夜指令有关。”——《黄金时代的地系工匠们·九》,Ⅰ阶
NO189,棋骑士,武/地,83,121,43,84,66,125,522,腾挪,攻击技能应对1次后，回满状态，变为棋绮后。,“在深夜，黑色棋子会跟在洛克身后排着队列，跟着移动。因此，在民间有洛克传言，深夜千万别碰黑色棋子，它们会把影子吃掉。实际上，那只是它们守护族人的本能而已。”——《黄金时代的地系工匠们·十》,最终形态
NO190,棋齐垒,武/地,89,94,38,116,77,75,489,保卫,防御技能应对2次后，回满状态，变为棋绮后。,“黑子从不主动寻找白子，但是却总会在转向的时候留下一排空位，学者推测这是黑子对换班记忆的折射，即便时代更迭，它们仍在试图完成那场和白子的交接。”——《黄金时代的地系工匠们·十四》,最终形态
NO191,棋祈督,武/地,126,87,87,90,72,85,547,好象坏象,状态技能应对1次后，回满状态，变为棋绮后。,“曾经有洛克试图用黑子的外壳打造行军的铠甲，却在淬火瞬间听见棋子内部传来低沉的声音，黑暗中工匠们的影子被炉火吞噬，所有想要拆解棋子的工匠都遭遇了不幸。”——《黄金时代的地系工匠们·十六》,最终形态
NO192,棋绮后,武/地,93,84,84,82,75,90,508,渗透,己方精灵每使用1次武系或地系技能，自己入场时获得攻防+5%。,“黄金时代崩解后不知多久，黑子开始失眠。它们不再在日出时准点沉睡，而是继续在废土上继续巡逻。没有族人可守，它们便去围着倒塌的遗迹转圈，被认为是一种刻板行为。”——《黄金时代的地系工匠们·十三》,最终形态
NO212,古钟蛇,萌/毒,0,0,0,0,0,0,,拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,曾经玄玉岛上妖兽横行，粮食短缺，洛克先人们做了一条盘绕的面蛇，代表着对这一年丰收的期望。面蛇受到多年的供奉后化为精灵，和洛克共度时艰。在玄玉岛风调雨顺后，它们收起了自己的尖牙，用尾巴上的拨浪鼓陪着孩童们玩耍。,Ⅰ阶
NO213,寒音蛇,萌/毒,0,0,0,0,0,0,,拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,因玄玉岛的传统节日元宵而生，身体脆脆的，有面点的焦香。以洛克贝为食，会在元宵节摇动尾巴上的拨浪鼓，给洛克们发放洛克贝，得到的小洛克会有一年的好运。“棉花灯唻，照照眼唻，三年不害眼唻！”,最终形态
NO220,海枝枝,水/幽,91,48,125,104,129,110,607,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,喜欢用金黄褐色的共生藻打扮自己，是海枝枝界的珠宝设计师，尖端的胶质花朵被称为百合玉，脱落时会被洛克捡走做成耳坠，据说戴着能听见水流的回声，会用闪亮的花朵吸引豆丁鱼当保镖。,最终形态
NO220,海枝枝,水/幽,97,62,136,84,121,110,610,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,生活在没有共生藻的深水区，自身分泌出了美丽的洋红色骨骼，其艳丽的颜色吸引了更多的敌人，因此长出了更有攻击性的红色珊瑚触手分叉，上面的有毒刺胞能割伤入侵的生物，它们会悄悄收集闪亮的碎片，用来装点自己的尾端。,最终形态
NO220,海枝枝,水/幽,90,53,135,92,113,120,603,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,喜欢用绿色的共生藻打扮自己，光合色素和粘液让珊瑚枝呈现百变的造型。它对光照与水质非常敏感，需要在浅水、光线充足的地方晒足日光浴，获得维持活力所需的能量，否则，可能会凋谢成灰白色。,最终形态
NO235,香草甜甜,冰,88,92,96,58,77,80,491,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,香草甜甜一族口感各有不同，头上顶着的果果是身体的一部分，拥有360度的视野。因果果吸收不同能量而演化出不同口感分支，身体散发着浓郁的奶香。,Ⅱ阶
NO235,香草甜甜,冰,91,94,88,63,74,80,490,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,香草甜甜一族口感各有不同，头上顶着的果果是身体的一部分，拥有360度的视野。因果果吸收不同能量而演化出不同口感分支，身体散发着浓郁的奶香。,Ⅱ阶
NO236,圣代甜甜,冰,107,120,110,81,96,100,614,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，樱桃和草莓的香气能减缓洛克的情绪波动，降低魔法失控风险。,最终形态
NO236,圣代甜甜,冰,113,112,110,79,92,105,611,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，抹茶和樱桃的香气能提升洛克的专注力，适合复习的时候辅助洛克。,最终形态
NO236,圣代甜甜,冰,114,117,110,79,92,100,612,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，蓝莓和巧克力的香气能让洛克快速恢复体力。,最终形态
NO236,圣代甜甜,冰,113,109,100,90,96,100,608,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，蓝莓和草莓的香气能增强洛克对环境变化的适应力。,最终形态
NO236,圣代甜甜,冰,121,100,101,86,92,105,605,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，蓝莓和抹茶的香气能让洛克保持平和状态。,最终形态
NO236,圣代甜甜,冰,110,116,120,73,96,100,615,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，杨桃和巧克力的香气能防止过度兴奋，清爽又提神。,最终形态
NO236,圣代甜甜,冰,108,110,110,84,99,100,611,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，杨桃和草莓的香气能让洛克暂时忘记烦恼。,最终形态
NO236,圣代甜甜,冰,110,107,110,82,96,105,610,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,喜欢群居的团结者，圣代甜甜诞生时就生有两颗冰淇淋球，相生相伴，两颗冰淇淋球口味性格不同却能一直融洽相处。据说，杨桃和抹茶的香气能调节过度用脑的后遗症。,最终形态
NO237,刺轮砣,毒/萌,100,78,80,65,80,84,487,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,皮肤柔软脆弱还有轻微黏性，表面有纤细的棘刺，一定程度上能够提供保护作用，小小的刺轮砣还没有足够的勇气和战斗力，只能依靠这些小刺来保护自己。,Ⅰ阶
NO238,月亮砣,毒/萌,125,98,100,81,100,105,609,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,经常在有太阳的时候浮在水面上，晒过太阳之后皮肤表面能够分泌出一种充满芳香味道的物质，有促进伤口愈合的作用。生命力十分顽强，即使受了严重的外伤也能迅速愈合。,最终形态
NO258,乌达,恶/冰,96,95,55,64,34,30,374,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,尖叫声不再是它们唯一的力量来源，于是不止专注于吓唬人。笑声也会成为它们的力量来源，因此演化出了讲冷笑话的能力。,Ⅰ阶
NO259,迷你乌,恶/冰,128,126,73,85,46,40,498,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,收集笑声的方式更加熟练，它们会把冷笑话冻成冰沙随身携带，需要的时候变为冰魔法投掷使用，是一种对冰系魔法的巧妙运用。被冷笑话击中的小洛克们明明听不懂精灵说的话，但却理解了它们的冷笑话。,Ⅱ阶
NO260,乌拉塔,恶/冰,160,158,91,106,57,50,622,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,天冷的时候是它们最喜欢的恶作剧时刻，偷偷用冰冷的爪子塞进小洛克的脖子里。当能量溢满之后，同伴之间会互相投掷蕴含冰系魔法的冷笑话，看上去就像在打雪仗。,最终形态
NO277,地鼠,地,59,71,23,61,57,60,331,警惕,回合结束时，若自己能量为0则脱离。,生活在干旱地区，演化出了可以储藏水分的特殊耳朵结构。它们呼吸时，在鼻腔和口腔中凝结成水珠，再将水珠输送到耳朵里储存起来。,Ⅰ阶
NO278,遁鼠,地,79,94,30,82,77,80,442,警惕,回合结束时，若自己能量为0则脱离。,饱满的大耳朵里都是水分，蓄满水的时候会膨大成球状，摸起来软软的，像水球一样充满弹力，行走间轻轻晃动，能听见细微的水声。,Ⅱ阶
NO279,遁地鼠,地,99,118,38,102,96,100,553,警惕,回合结束时，若自己能量为0则脱离。,耳朵已经发育完全，上面的亲水性凸起​​和​​疏水性凹槽能更好地吸附水珠，对干旱的适应性极强。后肢和前爪更加发达，在洞穴里能规避天敌与地形障碍。,最终形态
NO004,叶冕魔力猫,草,108,127,127,81,151,55,649,深层氧循环,使用草系技能后，回复15%生命。,“每天尽情地吃可可果，和喜欢的小洛克一起冒险，是很开心的生活。”,最终形态
NO007,烈火战神,火,117,175,84,94,72,130,672,爆燃,使用火系技能后，获得双攻+30%。,“在磨练中成长，在烈火中重生，用意志在战斗，用生命在燃烧，永远的火神”。,最终形态
NO010,圣水守护,水,125,67,141,104,145,85,667,浪潮,使用水系技能后，全技能能耗-2。,“无论是云中落下的一滴水，还是湖面中微风吹起的一道涟漪，都有她的身影。”,最终形态
NO011,鸭吉吉国王,普通,136,135,50,79,64,105,569,“国王”的威严,鸭吉吉国王的种族资质大幅增加，能耗为1的技能威力+50%。,啪嗒啪嗒，鸭吉吉国王来了。那边的，别看怀表了，让时间听国王的；这边的毛太蓬松了，站紧实一点，别挡着国王的道了。嗯？还有你，既然来了我们鸭吉吉王国，记得要给过路费鸭！,最终形态
NO020,霜翼领主,翼,90,142,63,108,74,115,592,破空,若先于敌方攻击，本次技能威力+75%。,传说霜翼领主会在冬季的末尾巡视领地，当它最后一次掠过雪线，天空便不再下雪——所有雪花都被它收进了冰蓝色的羽翼。只需一次振翅，零下五十度的寒潮便顺着羽脉倾泻，瞬间把战场变成镜面。,最终形态
NO029,迷嶂布莱克,地,125,139,52,164,154,70,704,地脉馈赠,突破能量上限并立即回复10能量，入场前己方精灵每放1次地系技能，回复3能量。,迷嶂布莱克的体型与山脉规模正相关，其骨骼密度可达普通岩石矿物的3倍以上，且骨骼内部存在类似“蜂窝结构”的减重设计——这种结构能在保持高承重能力的同时，减轻自身体重，迷障布莱克能承受的重量约为自身体重的100-150倍。,最终形态
NO035,幻影荆棘,幽/草,125,96,96,72,134,80,603,大捞一笔,回合结束时，偷取所有敌方精灵2能量。,拥有族群特有的魔法诱导型次生生长手臂，左臂与右臂化作两根巨大的带刺藤蔓，可以自主做出抓取、摆动等动作。远远看去，像三棵高低不同的枯树一起移动。,最终形态
NO040,钻石蜗,光/地,93,96,101,124,91,65,570,完全偏振,抵抗自己携带技能系别的攻击伤害。,极其稀少且强大的精灵，见到它时，洛克的第一反应不是抓起来，而是先停手——它的壳太硬，硬到任何挖掘工具碰到它都会立刻坏掉。凡是矿区附近有钻石蜗出现，都需要先报告给魔法学院的研究员。,最终形态
NO043,奇丽果,草,112,128,128,133,105,80,686,养分内循环,回合结束时，回复6能量。,头顶结出了橙红色的果实，散发出甜腻的香味，小鸟精灵可能会被吸引。但贸然接近是得不到好果子吃的，它分泌的糖胶不仅黏还有毒，无声拒绝着每一个不速之客。,最终形态
NO048,风暴战犬,火,85,128,46,101,82,120,562,全神贯注,入场时，获得物攻+100%，每次行动后-20%。,它的冠毛与尾巴像火焰一样摇曳，这代表它体内的火元素的热流外显，它的斗志一旦被点燃，会化作更强的火势与更可靠的压制力。,最终形态
NO065,蹦蹦果,草/毒,100,87,90,73,105,85,540,高浓生物碱,使用技能时，敌方获得2层中毒。,手中的果实能将吸收的光能转化为能量，因此日照时间越长，果实积累的能量就越高。据野外观察记录，在日光、月光或特定魔法光环境下成熟的蹦蹦果，会呈现出明显不同的果香味道。,最终形态
NO078,千棘海针,水/毒,118,32,85,94,133,100,562,溶解腐蚀,每携带1个毒系技能进入战斗，水系技能使敌方获得2层中毒。,有少量报告称见到过如此奇异的精灵。似乎看一眼都会感觉到刺痛。身形大过鸟类，尖刺利过刀刃。已经无法找到虫体本身。它们再也不用担心保护自己的问题了，反而是别的生物需要担心这个。,最终形态
NO084,女王蜂,虫/翼,145,50,45,42,42,40,364,虫群鼓舞,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+10%。,穿着披风、戴着王冠的蜂后，总是带着它的两个小侍卫。高雅的女王形象令人印象深刻，它的外形曾经是许多服装设计的灵感。,最终形态
NO110,神谕鲨,水/翼,90,77,77,105,105,125,579,水翼飞升,己方精灵每使用1次水系技能，自己入场时获得全技能能耗-1，且能耗为0的技能威力+30%。,暴雨时，它将雨水储藏在身体中；干旱降至，它在半空挥舞翼膜，水分升空化作雾墙，再聚成雨云。“这一路上，跌跌撞撞，有时快乐，有时候感伤，可是它依然坚强，哪怕真的没有尽头，它都愿意继续前行。”,最终形态
NO115,祭礼巨像,地/幻,106,105,111,115,119,85,641,坠星,敌方每有1层星陨印记，自己的技能威力+15%。,它们是远古星象祭典的传承者，将观测到的星轨运行规律铭刻在体表，延续着文明的脉络，身上的古文字符号已超出当代洛克的认知范畴，无法被识别解读。,最终形态
NO117,彩虹独角兽,光,99,78,192,77,92,105,643,夺目,额外获得三个未携带的随机技能，且非光系技能威力+25%。,彩虹独角兽的毛发可以随环境光线改变反射的波长，在不同角度呈现彩虹般的绚丽色彩。它也是精灵种群中最为了解洛克的存在，友谊的力量会在彼此心中唤醒新的希望。,最终形态
NO122,黑猫密探,普通,152,107,186,67,119,70,701,先知,若敌方技能足够击败自己，回合开始时自己获得速度+50，双攻+50%。,拥有了在黑暗夜空中穿行的能力，据说它们能读取宇宙中所有星光的讯息，预知即将发生的危机。小洛克常常发现，当黑猫密探突然变得异常安静时，往往预示着某种变故即将来临。,最终形态
NO131,恶魔狼王,恶,115,121,50,91,63,120,560,悼亡,双方队伍中每有1只力竭的精灵，自己获得双攻+30%。,恶魔狼王是由族群内的强者通过决斗产生，胜者会以舔舐败者额头的仪式，宣告新统治的建立，当族群遭遇强敌时，恶魔狼王会断后掩护，即便身负重伤也绝不退缩。,最终形态
NO144,雪影冰灵,冰/萌,130,120,114,66,130,90,650,抓到你了,自己入场时敌方获得2层冻结，使敌方获得冻结时，也会使其获得全技能能耗+1。,如果遇到了致命的危险，毛绒娃娃会变成巨大的兔精灵来保护主人。不要贸然靠近，不然它会非常生气。这时的它有明确的领地范围，喜欢用耳朵的香腺擦拭东西来划分地盘。如果它用耳朵蹭蹭你，代表你可以接近。,最终形态
NO192,棋契陛下,武/地,90,200,91,140,115,125,761,御驾亲征,棋契陛下大幅提升种族资质，力竭时扣除4魔力。,在棋盘最中央的格子是为它预留的王座，棋契陛下并非被雕刻，而是由黑白两色棋子在万夜轮转中自行对局而生，它不移动，却可以传令所有棋子。“当王座离棋，棋盘即终局；终局之时，所有棋子将回归石质，世界将再无边界可言。”,最终形态
NO200,奇梦咪,萌,81,128,119,123,123,110,684,三鼓作气,使用能耗为3的技能时，获得攻防永久+20%。,负责的喵老师为了让学生好好学习，想到了一种更直接的教学管理方式：只要有学生想溜出教室探头逃课，下一秒就会被它软乎乎却弹性十足的肚皮弹回座位。,最终形态
NO204,伊兰龙,龙,112,91,190,69,99,90,651,游弋,蓄力时可使用任一携带技能，且获得双防+100%。,修长的尾鳍在空气中划过会留下水雾的痕迹，水雾持续存在形成云朵。观测显示，伊兰亚龙停留超过半小时的区域，降雨概率提升67%。干旱季节时，它们会主动迁往缺水的农田上空。,最终形态
NO228,波普鹿,电,92,99,34,108,79,120,532,超级电池,每入场1次，获得双攻永久+30%。,每当它听见动感的旋律，体内电流便会随着节奏起伏变化，头顶电球忽闪忽闪照亮回家的路。波普鹿用尾巴打出轻缓的节拍，是它在表达愉快的心情。,最终形态
NO286,圣剑骑士,机械,187,154,148,183,183,65,920,宝剑王牌,仅可使用1号和3号位技能。,永远不会停下的机械，被发现的时候伤痕累累，曾经被修复过很多次，修复后的身体仍然能发出超过5000度的光焰。其身体内部刻着古代文字意为：熄灭不是终结，等待新生到来，它将重铸工匠的意志。,最终形态
